"","ACAM","AMME","ANAR","BRHO","BRNI","CESO","GITR","LENI","LOMU","MAEL","MICA","PLER","PLNO","TACA","THIR","TWIL","comp","richness","fdiv"
"1",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,"1111111111001110",13,6.82271222778434
"2",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,"1111111110101110",13,6.95059183627679
"3",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,"1111111110011110",13,6.51907420169751
"4",1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,"1111111110001111",13,6.94175105919714
"5",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,"0111111111101110",13,6.02372362008679
"6",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,"0111111111011110",13,5.70397144846553
"7",0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,"0111111111001111",13,6.13326915854668
"8",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,"0111111110111110",13,5.83071336110277
"9",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,"0111111110101111",13,6.25541583722011
"10",0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,"0111111110011111",13,5.84155212012891
"11",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,"1111111011101110",13,6.62820855947006
"12",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,"1111111011011110",13,6.27502757977394
"13",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,"1111111011001111",13,6.82002480491436
"14",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,"1111111010111110",13,6.45654435922665
"15",1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,"1111111010101111",13,6.99310523072037
"16",1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,"1111111010011111",13,6.53726180849125
"17",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,"0111111011111110",13,5.52273716712863
"18",0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"0111111011101111",13,6.05645634739088
"19",0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,"0111111011011111",13,5.71938148419137
"20",0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,"0111111010111111",13,5.88445702657344
"21",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,"1111110111101110",13,7.20323992028662
"22",1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,"1111110111011110",13,6.88991566424476
"23",1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,"1111110111001111",13,7.28666195716204
"24",1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,"1111110110111110",13,6.98686736111827
"25",1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,"1111110110101111",13,7.36707608251643
"26",1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,"1111110110011111",13,6.9438265586571
"27",0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,"0111110111111110",13,6.09407440966371
"28",0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,"0111110111101111",13,6.4859379315611
"29",0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,"0111110111011111",13,6.19315156244721
"30",0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,"0111110110111111",13,6.28396743783421
"31",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,"1111110011111110",13,6.67697567190724
"32",1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,"1111110011101111",13,7.18237888355444
"33",1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,"1111110011011111",13,6.85385097812761
"34",1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,"1111110010111111",13,6.99775648529367
"35",0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,"0111110011111111",13,6.09779287882125
"36",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,"1111011111101110",13,6.22822917698975
"37",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,"1111011111011110",13,5.90646653459741
"38",1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,"1111011111001111",13,6.33777471544964
"39",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,"1111011110111110",13,6.04855522701184
"40",1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,"1111011110101111",13,6.47631487439961
"41",1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,"1111011110011111",13,6.05939398603798
"42",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,"0111011111111110",13,5.11063037772976
"43",0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,"0111011111101111",13,5.53665560742904
"44",0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,"0111011111011111",13,5.22987014346636
"45",0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"0111011110111111",13,5.36494895897356
"46",1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,"1111011011111110",13,5.7252322532605
"47",1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,"1111011011101111",13,6.26096190429384
"48",1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,"1111011011011111",13,5.92187657032324
"49",1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,"1111011010111111",13,6.10229889248251
"50",0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,"0111011011111111",13,5.15698492211442
"51",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,"1111010111111110",13,6.31045025558859
"52",1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,"1111010111101111",13,6.70526454459216
"53",1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,"1111010111011111",13,6.40952740837209
"54",1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,"1111010110111111",13,6.52348273763251
"55",0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,"0111010111111111",13,5.61169887860296
"56",1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,"1111010011111111",13,6.31416872474612
"57",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,"1111111101101110",13,6.63475436495616
"58",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,"1111111101011110",13,6.31240517773015
"59",1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,"1111111101001111",13,6.74819245448893
"60",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,"1111111100111110",13,6.44281908081273
"61",1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,"1111111100101111",13,6.87429694958022
"62",1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,"1111111100011111",13,6.45366016864608
"63",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,"0111111101111110",13,5.51334371296775
"64",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,"0111111101101111",13,5.94318055291369
"65",0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,"0111111101011111",13,5.63580860481871
"66",0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,"0111111100111111",13,5.7592126003038
"67",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,"1111111001111110",13,6.12794690766014
"68",1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,"1111111001101111",13,6.66748890886426
"69",1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,"1111111001011111",13,6.32781656659199
"70",1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,"1111111000111111",13,6.49656433324897
"71",0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,"0111111001111111",13,5.55969940282712
"72",1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,"1111110101111110",13,6.73979784079174
"73",1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,"1111110101101111",13,7.14014490572125
"74",1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,"1111110101011111",13,6.84426991837154
"75",1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,"1111110100111111",13,6.95091389147422
"76",0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"0111110101111111",13,6.04104646380611
"77",1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,"1111110001111111",13,6.74351630994927
"78",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,"1111011101111110",13,5.72229957906165
"79",1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,"1111011101101111",13,6.15456907853736
"80",1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,"1111011101011111",13,5.84476447091261
"81",1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,"1111011100111111",13,5.98697845351168
"82",0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,"0111011101111111",13,5.04199264169374
"83",1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,"1111011001111111",13,5.76865526892102
"84",1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,"1111010101111111",13,6.26699215032847
"85",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,"1111111111101100",13,7.08973366088279
"86",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,"1111111111011100",13,6.72201297886772
"87",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,"1111111111001101",13,7.27376945495224
"88",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,"1111111110111100",13,6.89579429021844
"89",1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,"1111111110101101",13,7.44660631166576
"90",1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,"1111111110011101",13,6.97168219432409
"91",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"0111111111111100",13,5.94813546527135
"92",0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,"0111111111101101",13,6.49375011807202
"93",0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,"0111111111011101",13,6.1430898177491
"94",0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,"0111111110111101",13,6.30556496037022
"95",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,"1111111011111100",13,6.39815321608151
"96",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,"1111111011101101",13,7.12219818043686
"97",1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,"1111111011011101",13,6.73359135387525
"98",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,"1111111010111101",13,6.96288398810428
"99",0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"0111111011111101",13,6.00564592437837
"100",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,"1111110111111100",13,7.17550563728246
"101",1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,"1111110111101101",13,7.68821643704159
"102",1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,"1111110111011101",13,7.34134634922092
"103",1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,"1111110110111101",13,7.48095365856771
"104",0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,"0111110111111101",13,6.5631256581585
"105",1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,"1111110011111101",13,7.16544842995513
"106",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,"1111011111111100",13,6.15063055140323
"107",1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,"1111011111101101",13,6.69825567497498
"108",1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,"1111011111011101",13,6.34558490388098
"109",1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,"1111011110111101",13,6.52340682627929
"110",0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,"0111011111111101",13,5.56476973283261
"111",1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,"1111011011111101",13,6.20814101051024
"112",1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,"1111010111111101",13,6.77950150408338
"113",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,"1111111101111100",13,6.55334571592341
"114",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,"1111111101101101",13,7.10478348617106
"115",1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,"1111111101011101",13,6.75152549619401
"116",1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,"1111111100111101",13,6.91767296905376
"117",0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,"0111111101111101",13,5.96748471600902
"118",1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,"1111111001111101",13,6.61085752484766
"119",1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,"1111110101111101",13,7.20884908928652
"120",1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,"1111011101111101",13,6.17644058210292
"121",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,"1111111111100110",13,7.08260456981287
"122",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,"1111111111010110",13,6.80015405579839
"123",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,"1111111111000111",13,7.18424878129955
"124",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,"1111111110110110",13,6.92811442810985
"125",1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,"1111111110100111",13,7.31055677452856
"126",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,"1111111110010111",13,6.94172434229935
"127",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,"0111111111110110",13,5.98380819313073
"128",0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,"0111111111100111",13,6.36061385201105
"129",0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,"0111111111010111",13,6.10310516926707
"130",0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,"0111111110110111",13,6.22694139923766
"131",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,"1111111011110110",13,6.5798250738887
"132",1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,"1111111011100111",13,7.070631748775
"133",1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,"1111111011010111",13,6.78100085728202
"134",1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,"1111111010110111",13,6.95285549951671
"135",0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,"0111111011110111",13,5.99981180034897
"136",1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,"1111110111110110",13,7.16762004936792
"137",1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,"1111110111100111",13,7.47708568024936
"138",1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,"1111110111010111",13,7.26412537160826
"139",1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,"1111110110110111",13,7.35424722127437
"140",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,"0111110111110111",13,6.44443042939712
"141",1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,"1111110011110111",13,7.12937859130166
"142",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,"1111011111110110",13,6.18722495094827
"143",1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,"1111011111100111",13,6.56609960027845
"144",1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,"1111011111010111",13,6.30652192708462
"145",1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,"1111011110110111",13,6.44618128296061
"146",0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,"0111011111110111",13,5.48991730318542
"147",1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,"1111011011110111",13,6.20322855816652
"148",1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,"1111010111110111",13,6.6621559396232
"149",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,"1111111101110110",13,6.59189590641017
"150",1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,"1111111101100111",13,6.97468261437512
"151",1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,"1111111101010111",13,6.71448176463854
"152",1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,"1111111100110111",13,6.84304200807374
"153",0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,"0111111101110111",13,5.89458804306658
"154",1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,"1111111001110111",13,6.60790112434803
"155",1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,"1111110101110111",13,7.09423372558368
